Name,P1,P2,P3,연차,20연봉,FA유무
최정,365.1321152891947,2695.195859497518,975.2993379782957,15,11.695247021764184,1
전준우,206.85769174080602,1347.1779181014047,472.5663680534831,12,10.819778284410283,0
김현수,185.83094425305103,1185.8055819531749,413.02431903124784,14,11.77528972943772,1
김재환,180.3941137718335,1172.9493480837414,411.4737475118663,12,11.082142548877775,0
손아섭,213.86667689922047,1491.1594051509526,526.8797140831707,13,12.206072645530174,1
유한준,110.25920862633464,535.7524869801508,175.93466227084323,20,10.819778284410283,1
최형우,100.5132937992777,412.00191425336294,129.85480124382514,18,11.918390573078392,1
이대호,61.35031567055106,159.71044884659102,40.63326271281663,19,12.429216196844383,1
이명기,204.86935813167236,1472.639270729479,524.2994638701684,14,10.085809109330082,0
박병호,164.81481892071915,949.2637730644858,320.41045201845054,15,12.206072645530174,0
오재일,174.7698917267023,1093.1849007508526,374.60850751089777,15,10.757902880692196,0
황재균,326.3991974255679,2510.587949797277,913.7964815306639,14,11.695247021764184,1
이재원,593.0416987957901,5001.142333556279,1850.3820358645432,14,11.77528972943772,1
김태균,66.4187830865207,238.0295817951168,70.45446827053586,19,10.819778284410283,1
박경수,408.9639616046056,3362.5587525941364,1223.7586479307859,17,10.596634733096073,1
서건창,224.9622628356102,1638.3027446770636,585.8306809694064,12,10.46310334047155,0
송광민,278.4334163186784,2255.9203316638514,827.4043899264477,18,10.126631103850338,1
이형종,163.4779000567788,1089.2571094248483,383.577763377934,12,9.903487552536127,0
이성열,119.03752533014234,701.2855345521015,240.38590770645,17,10.819778284410283,0
김성현,529.3890614650197,4515.172639730667,1660.797345464844,14,9.95227771670556,0
김재호,487.4806951657674,4030.849974862127,1476.875396178897,16,11.082142548877775,1
김강민,247.4328183140242,1922.9339737383953,695.2101829210663,19,10.46310334047155,0
양의지,445.95481048474704,3490.53201474624,1278.7560784105185,14,12.206072645530174,1
이원석,220.3551082897153,1662.45965344741,603.9195904553962,15,10.308952660644293,1
오선진,463.88092422137464,3936.8234868918175,1447.272212925859,12,9.259130536145614,0
최재훈,582.7203769597664,4908.264392526623,1815.7037263327977,12,9.903487552536127,0
김선빈,443.10389715882786,3644.279260016322,1333.5120995037043,12,10.714417768752456,0
박석민,158.64085644871147,1067.6314951011495,381.25401942308196,16,11.156250521031495,1
민병헌,219.97832734518826,1610.641217644226,577.2077792985272,14,11.736069016284437,1
정의윤,86.56707446317792,473.98272136411,160.79318091560273,15,10.308952660644293,1
장성우,512.28984890186,4374.256884413294,1621.1801967920846,12,9.51044496442652,0
김민성,248.07923898837592,2002.7011584870495,734.2824941046401,13,10.596634733096073,1
강민호,474.90424407634265,4024.135586335289,1490.2656925657382,16,11.736069016284437,1
모창민,99.59566208833688,569.0512849134695,191.91089838603065,12,10.308952660644293,1
김주찬,98.57049615566386,635.8116570361195,219.59732343345658,20,10.596634733096073,0
이지영,342.4525887082728,2906.034488623312,1076.1537302479633,12,10.308952660644293,0
최주환,215.33467322289155,1715.5433901873437,621.93382752287,14,10.203592144986466,0
정근우,122.66676686425018,919.7352795768637,329.68324882809134,15,10.46310334047155,1
나주환,189.9493371042787,1606.2836950645979,587.3929293380057,17,9.392661928770137,0
정훈,77.00858409125107,580.0898802287754,207.72458567733742,14,8.764053269347762,0
박용택,17.92763443556919,30.262635354114636,5.948139725837855,22,11.289781913656018,1
김용의,74.26635719079056,556.7111795133674,197.77209597529745,12,9.259130536145614,0
오재원,191.2978038713256,1631.8194463708703,597.4980623325066,17,10.308952660644293,1
채태인,51.8950424542313,357.33111361961653,125.42634130006542,13,9.210340371976184,1
윤석민,59.82803406249681,469.15806320522177,170.14227204059125,16,9.798127036878302,0
지석훈,138.32917427612784,1166.806874563891,429.72147268446207,17,9.433483923290392,1
나지완,19.240372607477727,94.65605685686543,32.5524112471075,12,11.002099841204238,1
