Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Money_19,Money_20,OBP,SLG,OPS,GPA,SECA,TA,RC,RC27,XR,ISO,PSR,wOBA,BABIP,OW%,FPCT,kWAR_score,March_score,AHP_score
°­°æÇÐ,-1.4488569912183722,-1.5074651331161426,-1.1538054645657778,-0.891512362809239,-1.364532006141895,-1.3110454456163467,-0.7152478136447366,-0.9745221041565278,-0.7196725291495132,-0.2487270699118486,0.007785907026816033,-0.8138663416374202,-0.8819113151696722,-0.6378234474944177,-0.39256379259252155,-1.070359660546469,-0.8760263291508281,-0.2826394807769844,-1.3716675085462302,-1.1425642602841937,-1.5459700681058368,-1.3313650827303747,9.082507000466299,8.961879012677683,0.23923762221517694,-1.2629385364504022,-0.7666497986309261,-0.5418897936876632,-0.9773651846287319,-0.723648327938788,-1.1769590438889488,-1.176959503504559,-1.2362079965474404,-1.4069841147724418,-0.8901028127687306,1.633049063908556,0.5842852349452368,-1.5883831269887052,-0.2353225084346018,-0.114752224766491,-0.019485916853215258,-0.37333196932932916
°­·ÎÇÑ,-0.37678298430918283,-0.2544232568447919,-0.6249223816752218,-0.1961394254394151,-0.424386517440662,-0.0019509604845481107,2.06965324799328,-0.3592998702258867,0.017111095098659757,-0.6187844178294769,-0.6254678644875511,-0.8138663416374202,-0.9893433475717691,-0.6378234474944177,-0.39256379259252155,1.828069133179542,-0.8760263291508281,2.9249899754827453,-0.6134968124487307,-0.6098736507711986,-0.6936582900334936,-0.536325728383308,7.9724660159745655,8.575462099540212,-1.2080395994618207,0.05003300277270238,-0.42611019393718536,-0.6202014744051789,0.04594442138327768,-0.46479850568925185,-0.766635655529011,-0.7666396167874105,-0.5262502347210747,0.4930045133274679,0.37865288092332194,-0.2227066346629368,1.5094200697739681,-0.4688702176331921,-2.4308663730478224,1.6689422273285688,1.687615356875156,1.3400209023792042
°­¹ÎÈ£,0.16865817710075556,0.16087062214799863,0.1887438996948643,-0.2779480063064532,-0.15577352066888114,0.5930919873026331,-0.7152478136447366,1.0249501561180556,-0.842469799857542,-0.9888417657471053,-0.30884097873036753,-0.13378624794039784,0.08497697644919962,0.6483659838166393,0.9377912823043569,0.6300518984394575,0.31589053504695286,0.519267883287948,0.023366572273168813,-0.38450454575358517,0.04867777473919251,-0.21830998664448134,11.736069016284437,11.736069016284437,-0.373215113991112,0.43638524787292415,0.15424229054478472,0.03175018556113542,0.84576758723737,0.058420179505322994,-0.12017476084447211,-0.1201761844027159,0.038490639315820065,1.1597671692593496,-0.8901028127687306,-0.3857458122003368,-1.1611014604015604,0.4364627724461296,0.41630104374160554,1.369845398411842,1.882682068206876,0.6677207044891785
°­¹éÈ£,0.8708353044330901,0.8196126371020801,1.0024101810649504,1.1946064493002326,1.3215979615759137,1.6641692933195593,-0.2510976367050671,1.0249501561180556,0.2627056365147174,0.8614449738410365,-0.9420947502447347,0.20625379890811335,1.5890254300785558,1.9345554151276965,-0.614289638408668,1.055154788185939,0.7131961564462131,-0.48311632179321756,0.993825063277968,0.7320969246362783,0.9009895528115358,0.8152411740067054,9.392661928770137,9.95227771670556,1.982157619326354,1.6208770567031456,1.8558772351226644,1.9209157129762577,1.3395828751866947,1.9467497330256311,1.6125169066972256,1.612513071956208,1.5598506414296254,0.9565090376789751,1.7606889533709968,-0.6290480312149027,2.1959268107165144,0.9692136484829059,-0.19499522999700086,0.35359492321465386,0.3505758930158724,-0.15499950820708686
°­Áø¼º,-1.6432095889621432,-1.6220289618038088,-1.0724388364287694,-1.3005552671444294,-1.4316852553348403,-1.3110454456163467,-0.2510976367050671,-0.6669109871912073,-0.5968752584414844,-0.6187844178294769,-0.9420947502447347,-1.1539063884859315,-1.5265035095822534,-0.6378234474944177,-0.17083794677637515,-1.5341082675426307,-0.28006789705193763,-0.8840700038256838,-1.49297481992183,-1.2654928625740607,-1.4909822114560083,-1.3313650827303747,8.070906088787819,8.242756345714477,-0.7570157272612902,-0.00044583546287672784,-0.2886186573907013,-0.40546697180167246,-0.5131000136444599,-0.6347304500668097,-1.2290150765682153,-1.2290119553836318,-1.338113237211971,0.2705603338128712,-0.3916631649682185,2.5166877826889116,-0.34188039078581184,-1.7309843593279322,-1.3480555383065522,1.220996960288464,0.6806533312700628,0.5736338987988716
°íÁ¾¿í,0.9209908135282568,1.206265558922954,0.6362603544484117,1.3582236110343087,1.5902109583476944,1.1881349350898143,2.5338034249329495,-0.513105428708547,2.9642455920913515,2.711731713429178,-0.9420947502447347,-0.47382629478890903,-0.7207632665665269,0.005271268161110895,-0.8360154842248144,1.1324462226852994,-0.47872070775156783,-0.48311632179321756,0.993825063277968,1.7257697927362745,1.1759288360606788,1.6102805283537722,9.305650551780507,9.740968623038354,0.38042972661214586,0.6465180861094056,0.583991932160117,0.5464488644819101,-0.394242876518359,0.5645366521743296,1.0315751902633168,1.0315732228892702,0.9575576478110008,-0.2261873428999127,0.47327666366177107,-0.8407025901695885,2.0992901636243775,0.890797692089897,-0.5857318294230532,-0.32159613146719573,-0.27903953658609276,-0.47064379070368606
±¸ÀÚ¿í,1.0024935158079027,1.0845414909423086,1.2465100654759762,0.9491807066991182,0.8739096336229455,1.4261521142046867,2.06965324799328,1.3325612730833762,0.508300177930775,0.12133027800577975,-0.9420947502447347,0.8863338926051357,0.35355705745444177,0.6483659838166393,0.4943395906720641,1.0938005054356192,-0.47872070775156783,-0.6835931628094507,0.7512104405267682,0.6603885737102847,0.6260502695623928,0.7357372385719987,10.308952660644293,10.239959789157341,-0.08431792509319667,0.9527824586601555,0.6149983998091303,0.46011231188874757,0.9931898374296888,0.6428252664845999,0.9188376112434388,0.9188360181052158,1.0615363183910873,1.2798224395012154,2.273072450318729,-0.713002721976162,-0.26534416628883806,0.869435314315748,0.5801075848656018,-0.5602934599723012,-0.38820756848663984,-0.5506307837958081
±ÇÈñµ¿,0.29404694983867247,0.1751911007339569,0.026010643420847055,-0.23704371587293416,0.023301810512306096,0.23606621863032437,-0.7152478136447366,-0.0516887532605662,-0.4740779877334555,-0.9888417657471053,0.6410396785411832,-0.13378624794039784,0.998149251867023,0.005271268161110895,0.4943395906720641,0.011720422444575222,0.514543345746583,-0.2826394807769844,0.8421909240584682,-0.24108784390159757,0.3786049146381641,-0.05930211577506799,9.546812608597396,9.51044496442652,0.6330403120736079,-0.1936219580129876,0.10959297713020538,0.23624605853019603,0.38281575478487795,0.1931937905633865,0.1506304451125271,0.15062588823027517,0.15014867995352002,-0.16900912083851746,0.10677648283229359,-0.48394714949457596,-0.3959969131574087,0.6133484946893503,-0.4955357492825067,0.4837545330214286,0.5043603131259051,-0.08544703685038947
±è°­¹Î,0.5887105657727771,0.7050488084144138,0.3921604700373858,0.45832922149688965,0.5829122204535162,-0.12095955004198435,0.2130525402346024,0.25592236370475435,0.9994892607628904,1.9716170175939214,-0.9420947502447347,-0.13378624794039784,-0.022455055952897256,1.2914606994721678,-0.17083794677637515,1.6734862641808215,-1.0746791398504583,-0.48311632179321756,0.2659811950243686,0.762829075208745,0.5710624129125642,0.6562333031372921,10.596634733096073,10.46310334047155,-0.15619331266924902,-0.019489531541415913,-0.07272505264599637,-0.09388056725070922,-0.4108784979209071,-0.05352776941702149,0.16448155918360471,0.16448498825439287,0.33238013142068784,-0.18876505138464755,1.7104512212691834,-0.6950990895326481,0.7984320449014135,0.6206437630563263,0.4370130459744066,-0.43217439814463554,-0.416206729158755,-0.5305872562850397
±è±Ô¹Î,-0.72787154797535,-0.7269990501814155,-0.6656056957437262,-0.40066087760701036,-0.7377683470077396,-0.8350110873866018,-0.2510976367050671,-0.513105428708547,-0.5968752584414844,0.4913876259234081,-0.9420947502447347,-0.47382629478890903,-0.5058992017623332,-0.6378234474944177,-0.17083794677637515,0.3208861604420164,-0.677373518451198,-0.8840700038256838,-0.6134968124487307,-0.6815820016971924,-0.47370686343417917,-0.6953335992527214,8.66561319653451,8.594154232552366,-0.15409985477868363,-0.4934949531127212,-0.39386346758221114,-0.34431191371484954,-0.5938703333489371,-0.49600493332554707,-0.8285537516763253,-0.8285529368795999,-0.744651519159602,-0.4535705050510415,-0.29197523540811615,0.10663007752646207,0.8574448240590127,-0.6131071603686019,0.6283653037419403,-0.4029013518270448,-0.13767281424926164,-0.5144731847442572
